id,address,brokers,city,country,county,countyFIPS,dateAdded,dateUpdated,descriptions,domains,features,floorSizeValue,floorSizeUnit,geoLocation,imageURLs,keys,latitude,legalDescription,longitude,lotSizeValue,lotSizeUnit,mostRecentBrokerAgent,mostRecentBrokerCompany,mostRecentBrokerDateSeen,mostRecentPriceAmount.1,mostRecentPriceDomain.1,mostRecentPricePerSquareFoot,mostRecentPriceDate.1,mostRecentPriceFirstDateSeen.1,mostRecentStatus,mostRecentStatusDate,mostRecentStatusFirstDateSeen,mlsNumber,neighborhoods,numBathroom,numBedroom,numFloor,parking,people,postalCode,prices,propertyType,province,subdivision,sourceURLs,statuses,transactions,yearBuilt
thought,tough,pull,well,catch,something,655.46,2020-09-03,2022-05-14,family,network,among,3191.76,8043.35,discuss,economy,fine,-72.626694,choice,81.193123,3528.5,198.16,those,power,2025-02-05,29036.49,19084.17,949211.36,2021-08-07,2024-04-12,miss,2021-06-05,2021-08-06,10,save,9,1,2,include,fast,food,948936.6,watch,rise,recognize,feel,here,approach,1943
oil,learn,poor,goal,fast,stop,948.19,2024-12-07,2023-03-23,staff,here,clearly,8675.97,5757.33,employee,nearly,break,-79.666513,themselves,127.865691,1148.33,5914.54,rise,many,2023-06-07,736939.84,847791.31,515527.23,2023-08-04,2022-06-28,eight,2023-04-29,2025-06-30,1,around,7,3,8,budget,after,leave,376640.16,local,treatment,wonder,great,board,religious,1977
probably,catch,store,team,exactly,present,604.48,2021-03-25,2024-10-21,fight,business,smile,7546.24,5648.43,style,future,sometimes,-32.064351,news,86.637454,1601.94,8780.98,event,nature,2025-03-25,858151.17,739449.63,666407.48,2023-02-09,2020-11-28,bill,2023-07-12,2022-10-03,1,month,4,5,1,Republican,continue,series,628738.21,laugh,report,fight,take,away,provide,1939
argue,night,make,record,growth,tree,609.24,2021-04-30,2022-08-10,million,small,its,6896.89,8190.91,not,purpose,writer,64.907849,national,48.800305,1551.25,1166.34,policy,learn,2022-09-22,941072.31,559118.85,956754.92,2025-02-20,2024-03-23,election,2021-11-01,2022-07-31,6,human,9,1,5,half,view,light,587702.58,surface,employee,individual,past,him,animal,1920
among,ask,and,security,home,resource,52.84,2025-03-09,2020-08-19,others,cultural,activity,8877.84,8119.71,among,myself,available,-61.923354,stuff,153.033879,3027.47,3906.92,eight,face,2022-11-24,939637.6,41813.94,134544.61,2023-10-02,2021-08-26,PM,2020-10-14,2023-09-09,9,movie,6,1,7,possible,myself,imagine,506060.27,system,them,kind,commercial,future,several,1954
past,travel,rate,board,list,join,55.89,2025-05-12,2023-07-28,follow,charge,class,8371.88,919.83,upon,reduce,probably,89.453808,summer,-161.577688,5018.67,7661.62,place,happy,2021-02-02,747931.66,373506.54,29261.69,2023-07-14,2020-09-27,lay,2021-05-17,2022-12-30,6,benefit,1,9,5,win,price,film,771863.06,wonder,case,can,two,notice,rock,1934
wall,key,public,ground,little,main,761.56,2022-03-05,2023-08-15,student,will,cost,8739.87,8558.64,assume,size,develop,-46.632232,why,-160.352728,1281.36,4223.66,too,east,2021-05-11,870730.31,712220.07,300721.08,2022-04-24,2023-10-12,race,2023-10-16,2024-02-27,4,tonight,4,7,7,fire,where,bank,424710.24,specific,through,family,style,cost,coach,1925
new,stuff,pull,whether,somebody,leg,992.93,2021-07-02,2022-10-18,language,everyone,whose,9265.23,3509.57,under,party,difficult,25.139479,term,127.448225,3946.72,9689.79,top,college,2023-09-12,612699.51,370046.82,215071.4,2022-10-01,2024-12-21,position,2025-04-23,2021-02-26,3,individual,7,8,6,indeed,century,commercial,29173.88,station,require,one,page,a,everything,1944
campaign,science,wide,natural,particularly,reality,475.6,2024-12-21,2024-11-23,travel,idea,seat,5460.59,5425.89,successful,whole,way,48.707493,heavy,101.924588,3126.16,1938.46,develop,customer,2021-09-26,886044.29,773649.28,199198.41,2021-11-05,2024-12-27,main,2025-04-21,2024-04-09,5,push,5,10,4,dinner,her,everyone,908059.04,street,wall,worker,know,grow,according,1986
cost,moment,nature,matter,consumer,right,632.45,2024-01-09,2023-10-26,party,image,just,4709.98,3286.48,own,society,decide,0.101178,enough,70.044004,153.94,1981.78,group,clearly,2025-06-06,252047.96,475483.66,742224.8,2022-12-14,2021-06-09,on,2021-08-29,2025-04-05,5,sort,10,1,2,example,else,miss,684587.73,nature,marriage,I,decide,with,business,1970
figure,clear,standard,fast,me,raise,147.6,2024-10-15,2021-02-16,own,account,affect,3329.21,9668.39,job,explain,machine,52.374356,boy,-131.19396,4646.09,8248.22,director,where,2025-06-14,432121.34,596304.63,86742.08,2022-03-03,2024-10-18,add,2022-01-02,2022-05-08,1,rather,6,4,7,technology,theory,certainly,749996.14,and,face,answer,economic,price,since,1990
could,debate,boy,and,month,wall,851.88,2024-05-17,2023-12-25,positive,generation,performance,7835.37,9638.34,effort,husband,movement,25.271337,second,126.180956,4940.42,8282.3,federal,rather,2022-08-17,285173.27,162261.27,771905.0,2024-10-18,2021-02-04,condition,2021-01-26,2020-08-13,1,total,8,2,4,property,listen,stand,59596.12,break,couple,west,like,product,consumer,2001
artist,reason,respond,success,like,financial,474.86,2020-12-20,2024-02-14,catch,when,buy,4581.76,1561.05,necessary,individual,staff,23.872955,responsibility,144.694243,9048.66,2488.12,administration,couple,2023-02-25,114976.38,659435.94,885677.65,2024-07-05,2024-08-07,eat,2023-04-01,2023-06-01,3,debate,1,5,7,deal,receive,west,859025.96,relationship,forget,right,life,street,positive,1913
without,stay,actually,ability,camera,successful,316.66,2023-06-25,2020-12-10,reality,second,behavior,2374.13,249.81,eight,will,theory,-22.458774,against,43.946196,703.08,8231.37,draw,than,2022-11-18,697345.16,132374.02,595929.58,2025-03-17,2022-10-15,do,2021-06-29,2023-07-01,5,age,2,3,5,break,process,everyone,393353.17,each,quality,be,not,between,large,1939
meeting,only,science,to,design,author,503.82,2021-05-19,2024-04-30,bring,left,card,1621.63,8042.3,resource,paper,arrive,11.861091,hour,86.089615,1521.18,3831.58,speak,want,2025-04-06,635791.69,708398.86,394225.02,2024-04-30,2023-05-11,generation,2023-03-06,2022-06-28,6,small,4,2,1,air,series,project,980343.48,fish,pressure,career,exactly,up,pretty,1970
purpose,represent,partner,try,various,size,492.94,2021-11-16,2022-02-09,black,support,news,2442.27,7175.51,good,writer,national,-86.832865,defense,88.262246,6256.77,8193.4,good,candidate,2024-07-31,336138.94,82964.36,264238.57,2022-10-31,2021-10-14,discuss,2021-04-10,2025-01-31,6,go,5,4,3,stay,and,number,229540.52,stuff,under,challenge,field,society,finish,2014
consumer,pay,evidence,produce,pick,we,402.89,2021-12-07,2023-04-11,later,fly,of,3230.3,531.53,ahead,officer,want,31.455993,yes,28.657749,1092.16,4210.09,far,realize,2023-06-22,331220.54,587173.85,678790.46,2023-03-09,2023-07-28,skin,2022-03-19,2022-06-27,4,actually,4,10,5,family,believe,perhaps,643224.37,eat,range,remember,behavior,take,there,2016
law,shake,create,method,everybody,follow,596.41,2020-09-12,2022-09-28,role,morning,physical,3282.12,340.37,see,big,toward,-54.38926,leave,-0.224523,3452.37,7692.2,deal,fly,2021-08-20,46172.43,943524.92,600265.73,2022-02-07,2021-08-09,easy,2024-09-15,2022-02-07,2,television,7,8,1,speech,paper,mission,297935.31,see,movement,tend,poor,office,occur,1901
effort,provide,capital,decide,current,hotel,574.83,2020-09-25,2022-03-28,value,door,share,4795.91,5745.27,draw,type,nation,-8.654617,economic,-58.798786,2416.71,8417.38,seem,alone,2025-03-25,184556.84,949279.82,447897.71,2025-05-28,2023-12-07,particular,2024-08-07,2021-07-30,2,minute,2,8,9,process,member,property,430739.35,rock,along,catch,police,drug,fund,1977
him,own,city,senior,head,especially,128.81,2023-02-14,2020-10-03,into,they,foot,1853.2,3901.07,effect,visit,support,-59.597902,task,-86.144612,2957.85,5131.42,turn,if,2025-03-04,602769.88,711045.27,29617.3,2022-02-10,2021-02-04,training,2024-06-28,2024-08-14,9,beyond,6,6,10,music,season,decide,289150.49,option,wonder,follow,south,consumer,put,1930
couple,conference,decide,represent,hard,value,416.5,2022-01-08,2024-12-09,heart,with,yourself,674.7,2528.75,notice,adult,ability,34.647207,reveal,126.651525,7213.79,1331.6,exactly,skin,2024-01-23,839750.36,949924.1,730018.93,2023-07-22,2021-07-09,continue,2020-12-19,2023-11-08,7,nor,7,3,1,itself,identify,before,935097.28,through,hand,education,seat,teacher,possible,1904
suddenly,of,trip,ask,hair,less,427.78,2021-01-25,2022-05-15,us,body,feeling,6337.77,5007.03,analysis,water,save,18.378684,shake,42.550163,2546.19,1291.98,person,list,2020-10-21,370798.18,145784.12,694491.61,2021-02-10,2021-10-14,since,2020-10-05,2022-03-20,3,letter,10,2,8,grow,arm,view,391188.14,itself,total,thing,position,place,speak,1961
chance,affect,according,important,option,sign,941.11,2021-11-17,2022-09-04,white,heavy,like,2063.09,6758.62,movement,special,throughout,-24.550301,security,-114.425197,4565.42,2640.49,including,across,2023-01-09,612292.69,605866.77,738046.05,2024-03-12,2022-09-15,tree,2023-12-03,2022-12-26,2,from,7,1,7,next,personal,hard,279902.59,main,health,kid,rate,a,area,1934
direction,protect,detail,professor,hard,help,347.26,2023-11-30,2023-10-22,wind,worker,lay,9449.9,2685.3,school,opportunity,citizen,-87.426,reveal,87.902192,6662.08,1318.01,provide,girl,2023-03-21,449510.08,629809.12,346381.58,2024-08-09,2020-10-23,record,2022-11-05,2024-07-25,5,soldier,4,7,5,west,cut,physical,469483.93,within,decision,subject,ready,approach,have,2021
too,gun,wear,apply,maintain,size,76.09,2023-06-04,2025-03-11,I,take,unit,3353.68,5164.56,anyone,job,feeling,-30.265574,meeting,106.256699,1363.14,326.94,should,second,2024-05-16,218692.27,30705.96,316769.03,2023-03-27,2021-10-05,level,2025-04-25,2025-06-08,3,design,8,2,10,my,month,there,637175.43,car,full,friend,very,first,mother,2010
they,recently,hold,knowledge,in,middle,860.69,2024-04-19,2024-05-01,particular,miss,gas,4260.14,9373.2,particularly,girl,difference,79.068036,writer,-79.512514,6317.66,5923.82,follow,debate,2022-11-21,438344.13,753236.99,36975.96,2024-06-12,2020-09-02,especially,2022-01-11,2022-04-18,6,discover,2,5,4,ask,short,billion,875163.56,rich,rise,late,stop,against,three,1947
various,concern,find,scientist,success,blood,673.26,2023-03-16,2021-01-17,likely,under,expect,3252.08,7487.39,thus,girl,movie,-8.894868,fish,-121.2958,8161.84,4125.44,chair,grow,2021-08-14,675511.18,700191.46,677620.87,2022-10-24,2022-11-22,set,2020-09-21,2023-10-25,1,college,2,6,6,history,keep,back,127594.08,word,born,reach,contain,sport,should,1989
the,respond,create,sure,sense,occur,768.23,2021-06-24,2025-03-01,dinner,focus,figure,200.12,7307.04,budget,capital,finish,19.864852,rise,147.753613,2240.03,2097.47,sea,myself,2025-01-07,64273.5,151474.91,778571.84,2023-05-25,2021-09-25,toward,2022-02-26,2021-04-03,10,ahead,7,1,7,place,boy,lawyer,474995.72,threat,environmental,risk,focus,reveal,simple,1986
common,key,dark,professor,rise,response,101.47,2024-02-24,2020-09-10,agreement,fear,human,7600.61,7575.72,friend,heart,change,51.634331,usually,-147.160984,8392.33,7367.79,more,career,2021-04-21,213508.32,876981.53,656774.78,2022-05-07,2024-11-07,both,2025-05-17,2024-06-22,8,thought,10,6,7,include,keep,red,935341.53,fire,onto,east,identify,trouble,simply,2020
agency,difficult,want,herself,until,leave,159.8,2024-02-11,2023-04-09,government,attorney,sign,7173.08,3835.79,provide,front,east,68.693954,stay,71.215451,4455.59,3050.33,hundred,could,2020-08-06,833624.44,846986.47,768726.93,2024-09-05,2023-11-08,arrive,2021-07-21,2023-11-05,4,everybody,1,5,5,significant,rise,sit,833163.32,practice,image,economic,often,or,stuff,1992
avoid,manage,call,possible,four,end,470.36,2020-11-30,2022-02-02,us,few,need,7516.62,1894.14,degree,none,oil,54.337911,close,26.009152,6832.41,5119.69,show,man,2024-02-27,142206.02,216416.74,180692.09,2021-04-08,2024-12-01,true,2025-03-03,2021-04-28,1,around,6,2,4,process,per,image,173398.95,away,mind,among,while,mouth,cost,1993
along,four,over,themselves,speak,fast,560.61,2021-03-28,2021-06-06,human,agent,Mr,4335.29,8460.34,six,budget,live,-49.437382,need,51.797455,3055.69,1609.89,responsibility,run,2025-02-07,75667.78,807151.61,253386.67,2022-02-01,2024-09-17,east,2024-05-18,2020-07-25,6,however,2,4,4,career,low,special,146461.56,response,concern,modern,can,loss,several,1945
north,notice,face,least,follow,body,592.83,2021-04-22,2020-09-06,owner,oil,parent,9902.21,3578.56,point,grow,successful,-80.041144,nature,75.661991,7057.9,1650.13,level,what,2021-11-17,798144.02,518930.58,735149.63,2021-04-15,2021-01-20,low,2022-04-03,2025-01-18,2,other,6,10,7,their,send,physical,586562.21,he,specific,success,chair,difficult,school,1949
issue,former,drug,science,shoulder,understand,648.15,2020-08-05,2024-06-17,everybody,seat,price,402.66,3023.77,film,friend,blue,10.227948,certainly,177.80988,6677.43,7390.56,degree,and,2022-06-23,47342.58,191201.89,886357.45,2023-08-28,2021-07-16,stop,2020-10-12,2024-02-07,9,five,5,3,7,something,prevent,player,144467.91,before,both,design,thing,real,animal,1965
including,for,whether,it,partner,return,939.34,2024-01-08,2024-10-09,her,young,peace,5602.94,2737.15,surface,choice,month,-40.464419,sea,104.281653,1935.87,472.0,quality,dark,2022-10-16,312306.34,653144.8,246699.61,2021-07-09,2021-08-28,professor,2021-06-20,2024-05-09,5,series,1,10,5,month,here,season,483472.23,cup,this,wait,throughout,trade,group,1926
million,poor,him,three,effect,huge,582.69,2024-08-27,2024-06-21,once,need,put,6311.95,7500.38,religious,smile,your,-73.902414,wind,-150.267057,5094.59,626.43,present,sell,2023-09-10,703430.62,780083.08,535856.27,2022-04-15,2024-08-02,Republican,2020-09-24,2022-12-21,6,fight,4,7,3,girl,really,and,45490.15,use,head,dark,thousand,issue,individual,1921
miss,worker,thank,together,capital,theory,727.2,2021-07-08,2021-12-29,poor,bring,sound,124.94,3989.57,employee,strategy,almost,-49.120734,into,-129.57134,1786.14,869.86,peace,image,2021-04-12,323833.66,784115.64,468109.78,2022-02-28,2021-02-18,late,2022-10-23,2025-03-29,5,prevent,7,4,7,total,rather,site,629835.01,himself,community,voice,home,issue,score,1980
morning,story,leader,article,rich,election,598.9,2021-07-10,2023-12-29,nor,appear,my,6534.83,6945.86,sing,quite,woman,-60.676096,director,170.155016,5868.02,2965.88,current,on,2021-04-24,390530.6,775748.88,605929.42,2023-02-22,2022-12-09,responsibility,2023-12-10,2021-04-06,1,offer,7,2,2,off,conference,machine,877559.03,two,senior,total,number,course,cell,1929
why,rule,trial,point,act,fund,619.31,2024-10-06,2020-09-23,ten,six,hold,7136.43,4232.88,court,charge,tell,14.774293,remain,63.804834,3407.72,7093.88,heart,draw,2021-03-16,780052.08,711436.67,224509.18,2025-02-26,2024-05-04,not,2024-08-30,2021-10-26,2,something,9,3,7,bed,analysis,star,134932.37,picture,attack,never,play,sit,sport,1927
data,little,indeed,that,involve,feeling,572.44,2022-10-19,2022-02-26,citizen,reflect,stay,9411.81,8155.0,moment,story,before,39.621335,us,39.62238,9013.94,228.87,serve,number,2025-01-21,236060.73,779264.16,37093.02,2023-02-23,2020-12-02,on,2022-11-22,2022-02-26,5,hospital,3,10,6,now,cup,five,204004.5,city,church,certainly,manage,right,play,1902
improve,source,month,structure,to,guess,491.48,2025-05-22,2022-01-27,teach,alone,likely,7615.89,4099.49,often,answer,soldier,50.157636,though,109.984526,6853.2,2482.44,western,half,2023-02-08,68415.75,890197.96,423446.86,2024-09-29,2025-07-06,health,2021-10-18,2024-06-05,8,goal,10,5,8,city,position,lot,514546.59,design,before,summer,admit,dinner,upon,2011
worry,century,product,they,understand,a,172.53,2023-11-20,2023-09-14,four,color,news,2927.1,7697.41,PM,a,Congress,76.855283,forget,-33.601011,8281.14,3659.06,indicate,involve,2025-03-06,528156.35,868482.84,391196.26,2022-09-09,2020-09-11,action,2021-05-04,2020-09-17,4,face,10,8,4,accept,recent,story,113054.77,cell,simply,wall,realize,life,activity,1907
industry,together,life,build,stay,require,546.5,2020-08-03,2023-07-17,six,send,amount,4845.22,4439.41,by,least,culture,-48.730096,choose,-46.521933,8852.73,728.51,difference,wish,2025-03-30,656577.96,250334.75,622039.55,2021-08-25,2022-10-18,area,2024-07-04,2023-02-24,6,health,6,1,8,eat,over,stage,947224.91,north,deep,up,experience,attorney,section,1925
option,impact,forward,remain,general,group,259.31,2025-03-23,2023-08-30,chair,catch,teach,3597.31,4708.07,seek,firm,call,-82.037698,everybody,-36.046284,8448.52,9452.31,age,bank,2025-05-04,276058.03,716201.86,179256.17,2023-02-06,2021-10-22,board,2023-10-24,2022-01-13,3,market,2,3,4,give,watch,culture,431927.61,such,movie,choose,size,watch,accept,1962
hope,question,happy,eat,world,popular,625.43,2022-02-07,2022-05-21,change,identify,to,1022.21,5468.19,ball,himself,activity,-54.419293,such,-152.346269,4313.46,3797.36,big,situation,2021-09-02,450250.39,32050.3,787134.6,2022-11-21,2020-09-13,door,2024-02-13,2023-12-18,3,trip,8,8,6,forward,source,affect,140319.66,between,seven,about,step,especially,American,1980
together,prepare,group,hundred,as,measure,356.36,2021-02-06,2020-09-23,threat,we,kitchen,5911.16,5527.65,seat,power,pull,30.110953,rather,-133.453335,471.61,8092.94,long,professor,2022-01-07,858230.53,543511.19,783587.23,2024-09-18,2023-08-13,example,2021-08-28,2024-07-13,2,type,8,9,10,thousand,wear,security,967772.22,both,doctor,view,indicate,southern,away,1937
force,leader,whose,out,simple,share,549.66,2025-03-18,2021-02-17,appear,outside,clearly,163.69,1838.28,crime,power,instead,2.530195,various,-121.274555,3572.58,383.35,card,may,2025-07-16,979970.35,49396.35,331882.66,2023-07-05,2024-08-05,population,2021-05-04,2021-03-23,7,key,5,10,8,positive,place,stay,151256.3,feeling,assume,manage,avoid,face,say,1914
front,certain,above,partner,single,spring,77.3,2024-08-11,2025-03-10,feel,carry,last,6218.47,5498.25,across,food,significant,50.795041,young,148.058149,9465.27,3069.52,office,federal,2021-12-07,213756.47,992400.61,976921.23,2021-03-19,2023-04-11,natural,2023-02-21,2024-02-06,4,soon,1,10,6,state,international,say,330193.04,suggest,my,yourself,discuss,some,assume,2007
available,light,year,gun,teacher,effect,14.7,2020-08-04,2020-08-31,stuff,officer,responsibility,1637.78,8098.09,bill,situation,three,-87.716143,military,-6.851269,3692.6,8015.26,itself,skill,2020-09-08,735865.15,874390.81,734207.57,2023-02-05,2023-08-12,nor,2023-01-07,2022-10-20,1,past,2,8,3,friend,hear,rock,639488.29,heavy,spring,make,both,various,happy,1972
debate,itself,administration,say,experience,account,271.06,2024-02-13,2022-08-06,threat,if,raise,2556.65,5316.47,year,rule,career,7.2741,know,-9.199843,8829.11,9209.82,consider,former,2024-03-21,879913.44,264827.36,638456.86,2024-05-27,2024-05-29,gas,2022-02-10,2023-06-29,10,occur,4,10,8,wide,appear,what,230106.54,kid,garden,model,begin,general,everyone,1979
whatever,evening,professor,eight,hotel,meet,108.61,2022-02-18,2021-09-25,western,year,reason,5468.48,7753.12,discover,recently,science,-65.495174,material,17.635353,8900.18,7488.62,election,industry,2020-12-21,813761.8,846271.43,922148.38,2022-06-09,2022-08-05,main,2021-05-19,2024-09-09,1,about,9,3,4,democratic,point,authority,981321.23,happen,enough,city,coach,character,skin,1918
including,important,stage,from,whose,tell,478.59,2020-12-25,2024-02-08,health,win,second,2187.52,7928.26,possible,foot,community,-48.561077,economy,52.717014,508.18,8549.67,executive,page,2020-07-26,715092.28,481143.5,552076.86,2025-05-25,2023-01-08,at,2022-09-11,2024-07-11,10,bag,3,10,1,establish,line,social,714574.45,force,relate,mother,offer,church,debate,1979
treat,you,ahead,near,again,we,63.67,2022-04-08,2021-02-06,move,decide,this,8087.84,9259.18,tell,whose,push,-29.92465,capital,-35.386489,8774.0,8916.54,raise,best,2021-12-13,420586.73,915670.89,938950.58,2021-09-30,2021-10-10,church,2023-10-30,2022-01-22,6,break,7,3,1,degree,law,improve,54522.3,mind,economy,able,we,full,outside,1941
past,whose,size,age,or,go,355.18,2025-07-14,2024-10-10,herself,Mr,quickly,1117.04,8709.57,himself,head,myself,86.02554,economy,21.040114,9585.45,8170.56,score,onto,2024-12-02,766380.4,819691.19,210366.22,2023-06-25,2024-10-01,reveal,2023-08-04,2025-06-08,1,some,4,3,3,likely,Democrat,travel,555713.41,fish,instead,ago,bill,level,activity,1992
generation,follow,enter,note,drug,serious,185.37,2020-12-05,2024-04-28,doctor,finish,fire,2247.69,7635.77,young,gun,garden,58.781126,upon,74.464442,8477.47,1517.9,east,friend,2022-08-05,145667.53,178419.97,476134.57,2025-03-09,2022-02-02,little,2025-05-17,2024-06-17,3,population,10,9,9,military,back,change,895157.57,lose,hundred,really,design,trial,available,1922
cover,control,field,ground,always,important,117.02,2022-07-01,2024-02-17,half,author,suffer,7258.97,9411.45,miss,say,address,88.69189,six,57.455355,7789.44,4237.14,oil,perform,2020-09-04,216823.65,967645.79,979083.81,2024-08-14,2021-10-30,main,2021-05-18,2023-09-18,3,herself,5,2,2,daughter,minute,someone,336326.46,same,board,should,new,smile,put,1956
majority,least,state,only,area,act,978.2,2022-08-05,2025-05-13,change,stay,while,9975.52,9096.5,single,government,get,8.565922,me,-26.237429,1677.52,6901.85,human,party,2024-07-17,953230.27,540218.01,787183.17,2023-01-24,2022-01-06,start,2022-01-15,2023-12-21,7,simple,8,9,5,room,foot,always,375015.32,can,until,generation,us,new,term,1963
again,drive,each,field,can,without,788.12,2022-05-02,2024-03-25,yeah,little,appear,2485.44,3270.91,message,news,to,-80.87979,decide,-63.254579,4277.82,1194.73,method,radio,2025-04-20,911337.14,232490.25,327200.24,2024-04-13,2020-10-18,participant,2024-10-13,2022-03-07,10,research,8,1,4,financial,probably,national,32625.26,explain,kind,can,hundred,last,artist,1987
tough,room,arrive,here,dream,size,101.58,2020-11-30,2023-06-04,charge,friend,all,2475.17,3225.86,point,class,state,68.050918,like,-36.714968,8044.34,8543.8,would,cover,2024-02-21,379978.32,304359.91,837529.84,2023-07-21,2024-11-25,among,2021-10-27,2024-12-30,5,view,1,7,9,price,station,boy,296783.47,provide,central,maintain,change,spring,yet,1999
computer,reveal,color,public,drop,write,261.66,2023-09-02,2021-09-28,certainly,truth,must,4398.33,8912.78,prepare,experience,since,-51.845227,about,115.044073,8067.73,1502.53,foot,the,2023-07-26,580373.36,315313.43,850913.65,2025-04-08,2025-04-03,learn,2021-07-06,2021-12-15,8,far,2,9,6,bill,government,them,76050.59,movement,smile,present,sit,yourself,apply,1986
bar,education,than,include,knowledge,each,361.53,2024-02-15,2022-09-19,president,player,might,962.66,3470.33,religious,financial,story,16.668789,draw,-23.561552,5179.93,1938.23,third,put,2022-08-29,631921.45,178420.82,543381.71,2024-03-26,2024-02-18,out,2024-01-18,2020-11-03,5,case,2,10,5,hospital,example,everyone,792629.88,important,challenge,American,likely,talk,fast,1926
participant,machine,somebody,parent,admit,quickly,240.85,2023-04-09,2023-05-03,industry,case,require,9303.15,904.75,rest,by,night,21.007619,piece,158.645335,4975.22,1235.93,course,trade,2020-12-07,981185.58,275065.4,658614.87,2025-01-29,2024-07-06,Congress,2025-01-25,2023-05-13,7,exactly,10,7,3,contain,nearly,customer,879381.08,marriage,kind,walk,future,usually,boy,1908
authority,save,training,past,art,next,766.06,2025-01-09,2023-06-12,state,certainly,side,1121.83,6825.37,speech,culture,pattern,74.03488,thus,15.415603,1729.0,836.36,box,expect,2021-08-01,279000.24,782918.44,707204.6,2021-03-16,2023-07-24,instead,2023-05-31,2020-09-08,4,international,2,1,10,face,student,available,855387.52,again,drug,and,spend,spring,another,1931
public,say,force,have,save,prepare,505.13,2023-11-19,2023-03-17,through,simple,which,1847.77,4975.67,their,wait,night,-81.179086,practice,174.321844,4483.71,7740.59,bag,reveal,2022-11-25,691240.39,865768.13,819230.13,2021-05-17,2022-11-06,probably,2023-10-23,2023-04-05,9,apply,7,5,7,attorney,international,member,798184.71,school,data,eye,bring,agreement,high,1997
first,truth,community,record,product,brother,558.06,2020-08-08,2021-11-24,important,house,give,6319.33,338.84,add,eye,push,31.329031,fine,36.239571,6319.49,2745.07,alone,memory,2023-03-22,965079.34,872847.14,215062.27,2021-03-02,2020-08-26,west,2024-11-18,2025-04-13,6,country,4,1,9,particular,body,painting,310838.14,be,under,debate,avoid,system,sister,1998
financial,few,feel,understand,institution,imagine,534.51,2021-02-12,2023-06-01,line,change,support,4362.23,2225.5,these,leader,figure,-5.582267,agency,169.904358,5705.39,2145.64,near,walk,2024-12-02,563610.94,269550.0,459019.49,2021-02-17,2021-09-17,stock,2021-03-10,2024-12-24,5,their,10,8,5,result,early,national,715346.89,tell,vote,raise,who,late,war,1914
dream,hard,kind,share,federal,follow,752.25,2021-05-26,2022-10-21,indeed,between,cold,5053.9,8824.57,house,citizen,determine,80.70617,institution,-53.163537,2318.04,7063.78,box,beyond,2023-07-28,795103.11,458227.82,913153.27,2022-06-19,2025-01-05,another,2023-07-04,2023-12-03,8,and,10,4,9,computer,full,threat,661920.74,others,coach,sound,practice,enough,list,1973
simple,now,special,option,we,shoulder,192.85,2022-09-17,2024-06-25,beyond,test,minute,4065.75,117.3,when,standard,skill,-66.81922,foot,-69.629214,7063.07,6734.48,tree,including,2022-11-01,243253.86,744501.06,893770.79,2021-07-03,2021-01-09,class,2020-10-09,2025-02-07,5,face,10,1,7,affect,leader,human,629905.16,message,anyone,maybe,Democrat,citizen,too,2003
represent,Congress,close,ask,use,suggest,320.96,2024-11-17,2022-11-29,development,worker,media,3254.46,1642.79,about,material,science,7.734253,business,-108.667563,5543.23,4758.79,lay,live,2020-07-27,522256.65,787662.95,118684.31,2025-02-21,2022-06-01,hit,2024-03-09,2025-05-13,6,how,9,9,2,them,investment,begin,383431.41,explain,life,put,wonder,why,attention,1946
around,compare,visit,art,administration,situation,974.61,2024-12-18,2024-11-08,small,these,party,9415.75,3434.07,success,you,able,19.42867,around,-7.113216,9607.04,5620.15,find,at,2020-09-12,130033.49,238150.56,946650.9,2023-02-07,2023-12-08,physical,2020-09-25,2021-01-08,6,yet,6,5,9,adult,probably,morning,897773.44,sometimes,interesting,generation,movement,life,buy,2022
her,paper,watch,dark,skill,feeling,400.51,2021-03-17,2023-06-16,blood,paper,daughter,4254.63,9368.12,plan,daughter,newspaper,-85.871361,section,122.881994,563.03,705.55,name,officer,2021-02-03,26250.17,967409.17,203211.08,2023-02-10,2021-06-19,quickly,2023-05-24,2021-04-05,5,born,6,9,9,drop,exactly,half,551711.55,probably,stage,sell,yes,although,magazine,1969
kitchen,sense,determine,away,do,worker,441.77,2025-03-03,2024-11-15,must,Republican,cultural,3793.83,2134.21,serve,talk,want,39.805056,medical,-116.659259,3622.63,184.89,risk,explain,2022-11-29,131442.19,987601.8,756023.25,2023-09-02,2024-05-02,health,2022-11-21,2024-01-09,9,across,8,5,4,interest,class,realize,451150.86,fly,we,large,huge,care,free,1947
two,rich,current,everybody,according,employee,551.01,2024-10-05,2023-06-15,exist,arm,young,769.12,834.59,style,throw,page,-26.999962,bag,53.067297,8856.89,5871.61,peace,everything,2022-06-19,709289.36,430444.08,278506.91,2024-10-07,2021-07-22,hundred,2022-12-26,2024-05-02,5,drug,2,1,4,attack,development,same,310471.99,power,dark,writer,stop,happy,purpose,1908
total,east,pass,talk,so,base,573.19,2023-07-01,2024-05-20,loss,beyond,room,2397.88,1779.19,young,bank,community,87.74925,bar,28.786843,8906.82,1416.85,seem,morning,2024-04-06,873798.77,415097.92,39193.44,2022-02-10,2023-08-05,none,2022-05-08,2024-10-22,2,west,8,6,8,age,leader,turn,567409.74,doctor,figure,mean,against,treatment,always,1958
