identifier_Id,lot_lotnum,lot_lotsize1,lot_lotsize2,lot_pooltype,area_blockNum,area_subdname,area_taxcodearea,address_line1,address_locality,address_postal2,address_postal3,location_accuracy,location_geoIdV4_CO,summary_proptype,summary_propertyType,summary_yearbuilt,summary_propIndicator,utilities_coolingtype,utilities_heatingtype,building_size_bldgsize,building_size_grosssize,building_size_grosssizeadjusted,building_size_livingsize,building_size_sizeInd,building_size_universalsize,building_rooms_bathsfull,building_rooms_bathstotal,building_interior_bsmtsize,building_interior_bsmttype,building_interior_fplcind,building_interior_fplctype,building_construction_constructiontype,building_construction_roofcover,building_construction_roofShape,building_construction_wallType,building_parking_garagetype,building_parking_prkgSize,building_parking_prkgSpaces,building_parking_prkgType,building_summary_archStyle,building_summary_bldgType,building_summary_imprType,building_summary_levels,building_summary_quality,building_summary_storyDesc,building_summary_viewCode,sale_amount_saletranstype,sale_amount_saleamt,sale_calculation_pricepersizeunit
211,11,0.1,5000,NO POOL,0,Subdivision 0,TX0,1210 Main St,City0,ZIP2-10,ZIP3-10,ROOFTOP,CO210,Single Family,Residential,2010,N,Central,Gas,1420,1620,1520,1370,Actual,1470,2,2.5,500,Finished,Y,Wood,Frame,Asphalt,Gable,Siding,Attached,210,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,310000,100
212,12,0.15,5100,POOL,1,Subdivision 1,TX1,1211 Main St,City1,ZIP2-11,ZIP3-11,ROOFTOP,CO211,Condo,Residential,2011,Y,,Electric,1422,1622,1522,1372,Actual,1472,3,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,211,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,311000,101
213,13,0.2,5200,NO POOL,2,Subdivision 2,TX2,1212 Main St,City2,ZIP2-12,ZIP3-12,ROOFTOP,CO212,Single Family,Residential,2012,Y,Central,Electric,1424,1624,1524,1374,Actual,1474,4,2.5,0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,212,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,312000,102
214,14,0.25,5300,POOL,3,Subdivision 3,TX0,1213 Main St,City3,ZIP2-13,ZIP3-13,ROOFTOP,CO213,Condo,Residential,2013,Y,,Gas,1426,1626,1526,1376,Actual,1476,2,3.0,500,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,213,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,313000,103
215,15,0.3,5400,NO POOL,4,Subdivision 4,TX1,1214 Main St,City4,ZIP2-14,ZIP3-14,ROOFTOP,CO214,Single Family,Residential,2014,Y,Central,Electric,1428,1628,1528,1378,Actual,1478,3,2.5,500,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,214,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,314000,104
216,16,0.35,5500,POOL,5,Subdivision 0,TX2,1215 Main St,City5,ZIP2-15,ZIP3-15,ROOFTOP,CO215,Condo,Residential,2015,Y,,Electric,1430,1630,1530,1380,Actual,1480,4,3.0,500,Unfinished,Y,Gas,Frame,Asphalt,Gable,Siding,Detached,215,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,315000,105
217,17,0.4,5600,NO POOL,6,Subdivision 1,TX0,1216 Main St,City6,ZIP2-16,ZIP3-16,ROOFTOP,CO216,Single Family,Residential,2016,Y,Central,Gas,1432,1632,1532,1382,Actual,1482,2,2.5,0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,216,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,316000,106
218,18,0.45,5700,POOL,7,Subdivision 2,TX1,1217 Main St,City7,ZIP2-17,ZIP3-17,ROOFTOP,CO217,Condo,Residential,2017,Y,,Electric,1434,1634,1534,1384,Actual,1484,3,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,217,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,317000,107
219,19,0.5,5800,NO POOL,8,Subdivision 3,TX2,1218 Main St,City8,ZIP2-18,ZIP3-18,ROOFTOP,CO218,Single Family,Residential,2018,Y,Central,Electric,1436,1636,1536,1386,Actual,1486,4,2.5,500,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,218,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,318000,108
220,20,0.55,5900,POOL,9,Subdivision 4,TX0,1219 Main St,City9,ZIP2-19,ZIP3-19,ROOFTOP,CO219,Condo,Residential,2019,Y,,Gas,1438,1638,1538,1388,Actual,1488,2,3.0,500,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,219,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,319000,109
221,1,0.1,6000,NO POOL,0,Subdivision 0,TX1,1220 Main St,City0,ZIP2-20,ZIP3-20,ROOFTOP,CO220,Single Family,Residential,2020,N,Central,Electric,1440,1640,1540,1390,Actual,1490,3,2.5,0,Unfinished,Y,Wood,Frame,Asphalt,Gable,Siding,Detached,220,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,320000,110
222,2,0.15,6100,POOL,1,Subdivision 1,TX2,1221 Main St,City1,ZIP2-21,ZIP3-21,ROOFTOP,CO221,Condo,Residential,2021,Y,,Electric,1442,1642,1542,1392,Actual,1492,4,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,221,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,321000,111
223,3,0.2,6200,NO POOL,2,Subdivision 2,TX0,1222 Main St,City2,ZIP2-22,ZIP3-22,ROOFTOP,CO222,Single Family,Residential,2022,Y,Central,Gas,1444,1644,1544,1394,Actual,1494,2,2.5,500,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,222,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,322000,112
224,4,0.25,6300,POOL,3,Subdivision 3,TX1,1223 Main St,City3,ZIP2-23,ZIP3-23,ROOFTOP,CO223,Condo,Residential,2023,Y,,Electric,1446,1646,1546,1396,Actual,1496,3,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,223,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,323000,113
225,5,0.3,6400,NO POOL,4,Subdivision 4,TX2,1224 Main St,City4,ZIP2-24,ZIP3-24,ROOFTOP,CO224,Single Family,Residential,2024,Y,Central,Electric,1448,1648,1548,1398,Actual,1498,4,2.5,0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,224,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,324000,114
226,6,0.35,6500,POOL,5,Subdivision 0,TX0,1225 Main St,City5,ZIP2-25,ZIP3-25,ROOFTOP,CO225,Condo,Residential,1950,Y,,Gas,1450,1650,1550,1400,Actual,1500,2,3.0,500,Finished,Y,Gas,Frame,Asphalt,Gable,Siding,Attached,225,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,325000,115
227,7,0.4,6600,NO POOL,6,Subdivision 1,TX1,1226 Main St,City6,ZIP2-26,ZIP3-26,ROOFTOP,CO226,Single Family,Residential,1951,Y,Central,Electric,1452,1652,1552,1402,Actual,1502,3,2.5,500,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,226,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,326000,116
228,8,0.45,6700,POOL,7,Subdivision 2,TX2,1227 Main St,City7,ZIP2-27,ZIP3-27,ROOFTOP,CO227,Condo,Residential,1952,Y,,Electric,1454,1654,1554,1404,Actual,1504,4,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,227,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,327000,117
229,9,0.5,6800,NO POOL,8,Subdivision 3,TX0,1228 Main St,City8,ZIP2-28,ZIP3-28,ROOFTOP,CO228,Single Family,Residential,1953,Y,Central,Gas,1456,1656,1556,1406,Actual,1506,2,2.5,0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,228,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,328000,118
230,10,0.55,6900,POOL,9,Subdivision 4,TX1,1229 Main St,City9,ZIP2-29,ZIP3-29,ROOFTOP,CO229,Condo,Residential,1954,Y,,Electric,1458,1658,1558,1408,Actual,1508,3,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,229,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,329000,119
231,11,0.1,7000,NO POOL,0,Subdivision 0,TX2,1230 Main St,City0,ZIP2-30,ZIP3-30,ROOFTOP,CO230,Single Family,Residential,1955,N,Central,Electric,1460,1660,1560,1410,Actual,1510,4,2.5,500,Unfinished,Y,Wood,Frame,Asphalt,Gable,Siding,Detached,230,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,330000,120
232,12,0.15,7100,POOL,1,Subdivision 1,TX0,1231 Main St,City1,ZIP2-31,ZIP3-31,ROOFTOP,CO231,Condo,Residential,1956,Y,,Gas,1462,1662,1562,1412,Actual,1512,2,3.0,500,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,231,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,331000,121
233,13,0.2,7200,NO POOL,2,Subdivision 2,TX1,1232 Main St,City2,ZIP2-32,ZIP3-32,ROOFTOP,CO232,Single Family,Residential,1957,Y,Central,Electric,1464,1664,1564,1414,Actual,1514,3,2.5,0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,232,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,332000,122
234,14,0.25,7300,POOL,3,Subdivision 3,TX2,1233 Main St,City3,ZIP2-33,ZIP3-33,ROOFTOP,CO233,Condo,Residential,1958,Y,,Electric,1466,1666,1566,1416,Actual,1516,4,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,233,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,333000,123
235,15,0.3,7400,NO POOL,4,Subdivision 4,TX0,1234 Main St,City4,ZIP2-34,ZIP3-34,ROOFTOP,CO234,Single Family,Residential,1959,Y,Central,Gas,1468,1668,1568,1418,Actual,1518,2,2.5,500,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,234,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,334000,124
236,16,0.35,7500,POOL,5,Subdivision 0,TX1,1235 Main St,City5,ZIP2-35,ZIP3-35,ROOFTOP,CO235,Condo,Residential,1960,Y,,Electric,1470,1670,1570,1420,Actual,1520,3,3.0,500,Unfinished,Y,Gas,Frame,Asphalt,Gable,Siding,Detached,235,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,335000,125
237,17,0.4,7600,NO POOL,6,Subdivision 1,TX2,1236 Main St,City6,ZIP2-36,ZIP3-36,ROOFTOP,CO236,Single Family,Residential,1961,Y,Central,Electric,1472,1672,1572,1422,Actual,1522,4,2.5,0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,236,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,336000,126
238,18,0.45,7700,POOL,7,Subdivision 2,TX0,1237 Main St,City7,ZIP2-37,ZIP3-37,ROOFTOP,CO237,Condo,Residential,1962,Y,,Gas,1474,1674,1574,1424,Actual,1524,2,3.0,500,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,237,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,337000,127
239,19,0.5,7800,NO POOL,8,Subdivision 3,TX1,1238 Main St,City8,ZIP2-38,ZIP3-38,ROOFTOP,CO238,Single Family,Residential,1963,Y,Central,Electric,1476,1676,1576,1426,Actual,1526,3,2.5,500,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,238,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,338000,128
240,20,0.55,7900,POOL,9,Subdivision 4,TX2,1239 Main St,City9,ZIP2-39,ZIP3-39,ROOFTOP,CO239,Condo,Residential,1964,Y,,Electric,1478,1678,1578,1428,Actual,1528,4,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,239,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,339000,129
241,1,0.1,8000,NO POOL,0,Subdivision 0,TX0,1240 Main St,City0,ZIP2-40,ZIP3-40,ROOFTOP,CO240,Single Family,Residential,1965,N,Central,Gas,1480,1680,1580,1430,Actual,1530,2,2.5,0,Finished,Y,Wood,Frame,Asphalt,Gable,Siding,Attached,240,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,340000,100
242,2,0.15,8100,POOL,1,Subdivision 1,TX1,1241 Main St,City1,ZIP2-41,ZIP3-41,ROOFTOP,CO241,Condo,Residential,1966,Y,,Electric,1482,1682,1582,1432,Actual,1532,3,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,241,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,341000,101
243,3,0.2,8200,NO POOL,2,Subdivision 2,TX2,1242 Main St,City2,ZIP2-42,ZIP3-42,ROOFTOP,CO242,Single Family,Residential,1967,Y,Central,Electric,1484,1684,1584,1434,Actual,1534,4,2.5,500,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,242,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,342000,102
244,4,0.25,8300,POOL,3,Subdivision 3,TX0,1243 Main St,City3,ZIP2-43,ZIP3-43,ROOFTOP,CO243,Condo,Residential,1968,Y,,Gas,1486,1686,1586,1436,Actual,1536,2,3.0,500,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,243,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,343000,103
245,5,0.3,8400,NO POOL,4,Subdivision 4,TX1,1244 Main St,City4,ZIP2-44,ZIP3-44,ROOFTOP,CO244,Single Family,Residential,1969,Y,Central,Electric,1488,1688,1588,1438,Actual,1538,3,2.5,0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,244,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,344000,104
246,6,0.35,8500,POOL,5,Subdivision 0,TX2,1245 Main St,City5,ZIP2-45,ZIP3-45,ROOFTOP,CO245,Condo,Residential,1970,Y,,Electric,1490,1690,1590,1440,Actual,1540,4,3.0,500,Unfinished,Y,Gas,Frame,Asphalt,Gable,Siding,Detached,245,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,345000,105
247,7,0.4,8600,NO POOL,6,Subdivision 1,TX0,1246 Main St,City6,ZIP2-46,ZIP3-46,ROOFTOP,CO246,Single Family,Residential,1971,Y,Central,Gas,1492,1692,1592,1442,Actual,1542,2,2.5,500,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,246,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,346000,106
248,8,0.45,8700,POOL,7,Subdivision 2,TX1,1247 Main St,City7,ZIP2-47,ZIP3-47,ROOFTOP,CO247,Condo,Residential,1972,Y,,Electric,1494,1694,1594,1444,Actual,1544,3,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,247,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,347000,107
249,9,0.5,8800,NO POOL,8,Subdivision 3,TX2,1248 Main St,City8,ZIP2-48,ZIP3-48,ROOFTOP,CO248,Single Family,Residential,1973,Y,Central,Electric,1496,1696,1596,1446,Actual,1546,4,2.5,0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,248,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,348000,108
250,10,0.55,8900,POOL,9,Subdivision 4,TX0,1249 Main St,City9,ZIP2-49,ZIP3-49,ROOFTOP,CO249,Condo,Residential,1974,Y,,Gas,1498,1698,1598,1448,Actual,1548,2,3.0,500,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,249,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,349000,109
251,11,0.1,4000,NO POOL,0,Subdivision 0,TX1,1250 Main St,City0,ZIP2-50,ZIP3-0,ROOFTOP,CO250,Single Family,Residential,1975,N,Central,Electric,1500,1700,1600,1450,Actual,1550,3,2.5,500,Unfinished,Y,Wood,Frame,Asphalt,Gable,Siding,Detached,250,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,350000,110
252,12,0.15,4100,POOL,1,Subdivision 1,TX2,1251 Main St,City1,ZIP2-51,ZIP3-1,ROOFTOP,CO251,Condo,Residential,1976,Y,,Electric,1502,1702,1602,1452,Actual,1552,4,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,251,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,351000,111
253,13,0.2,4200,NO POOL,2,Subdivision 2,TX0,1252 Main St,City2,ZIP2-52,ZIP3-2,ROOFTOP,CO252,Single Family,Residential,1977,Y,Central,Gas,1504,1704,1604,1454,Actual,1554,2,2.5,0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,252,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,352000,112
254,14,0.25,4300,POOL,3,Subdivision 3,TX1,1253 Main St,City3,ZIP2-53,ZIP3-3,ROOFTOP,CO253,Condo,Residential,1978,Y,,Electric,1506,1706,1606,1456,Actual,1556,3,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,253,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,353000,113
255,15,0.3,4400,NO POOL,4,Subdivision 4,TX2,1254 Main St,City4,ZIP2-54,ZIP3-4,ROOFTOP,CO254,Single Family,Residential,1979,Y,Central,Electric,1508,1708,1608,1458,Actual,1558,4,2.5,500,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,254,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,354000,114
256,16,0.35,4500,POOL,5,Subdivision 0,TX0,1255 Main St,City5,ZIP2-55,ZIP3-5,ROOFTOP,CO255,Condo,Residential,1980,Y,,Gas,1510,1710,1610,1460,Actual,1560,2,3.0,500,Finished,Y,Gas,Frame,Asphalt,Gable,Siding,Attached,255,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,355000,115
257,17,0.4,4600,NO POOL,6,Subdivision 1,TX1,1256 Main St,City6,ZIP2-56,ZIP3-6,ROOFTOP,CO256,Single Family,Residential,1981,Y,Central,Electric,1512,1712,1612,1462,Actual,1562,3,2.5,0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,256,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,356000,116
258,18,0.45,4700,POOL,7,Subdivision 2,TX2,1257 Main St,City7,ZIP2-57,ZIP3-7,ROOFTOP,CO257,Condo,Residential,1982,Y,,Electric,1514,1714,1614,1464,Actual,1564,4,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,257,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,357000,117
259,19,0.5,4800,NO POOL,8,Subdivision 3,TX0,1258 Main St,City8,ZIP2-58,ZIP3-8,ROOFTOP,CO258,Single Family,Residential,1983,Y,Central,Gas,1516,1716,1616,1466,Actual,1566,2,2.5,500,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,258,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,358000,118
260,20,0.55,4900,POOL,9,Subdivision 4,TX1,1259 Main St,City9,ZIP2-59,ZIP3-9,ROOFTOP,CO259,Condo,Residential,1984,Y,,Electric,1518,1718,1618,1468,Actual,1568,3,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,259,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,359000,119
261,1,0.1,5000,NO POOL,0,Subdivision 0,TX2,1260 Main St,City0,ZIP2-60,ZIP3-10,ROOFTOP,CO260,Single Family,Residential,1985,N,Central,Electric,1520,1720,1620,1470,Actual,1570,4,2.5,0,Unfinished,Y,Wood,Frame,Asphalt,Gable,Siding,Detached,260,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,360000,120
262,2,0.15,5100,POOL,1,Subdivision 1,TX0,1261 Main St,City1,ZIP2-61,ZIP3-11,ROOFTOP,CO261,Condo,Residential,1986,Y,,Gas,1522,1722,1622,1472,Actual,1572,2,3.0,500,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,261,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,361000,121
263,3,0.2,5200,NO POOL,2,Subdivision 2,TX1,1262 Main St,City2,ZIP2-62,ZIP3-12,ROOFTOP,CO262,Single Family,Residential,1987,Y,Central,Electric,1524,1724,1624,1474,Actual,1574,3,2.5,500,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,262,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,362000,122
264,4,0.25,5300,POOL,3,Subdivision 3,TX2,1263 Main St,City3,ZIP2-63,ZIP3-13,ROOFTOP,CO263,Condo,Residential,1988,Y,,Electric,1526,1726,1626,1476,Actual,1576,4,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,263,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,363000,123
265,5,0.3,5400,NO POOL,4,Subdivision 4,TX0,1264 Main St,City4,ZIP2-64,ZIP3-14,ROOFTOP,CO264,Single Family,Residential,1989,Y,Central,Gas,1528,1728,1628,1478,Actual,1578,2,2.5,0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,264,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,364000,124
266,6,0.35,5500,POOL,5,Subdivision 0,TX1,1265 Main St,City5,ZIP2-65,ZIP3-15,ROOFTOP,CO265,Condo,Residential,1990,Y,,Electric,1530,1730,1630,1480,Actual,1580,3,3.0,500,Unfinished,Y,Gas,Frame,Asphalt,Gable,Siding,Detached,265,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,365000,125
267,7,0.4,5600,NO POOL,6,Subdivision 1,TX2,1266 Main St,City6,ZIP2-66,ZIP3-16,ROOFTOP,CO266,Single Family,Residential,1991,Y,Central,Electric,1532,1732,1632,1482,Actual,1582,4,2.5,500,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,266,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,366000,126
268,8,0.45,5700,POOL,7,Subdivision 2,TX0,1267 Main St,City7,ZIP2-67,ZIP3-17,ROOFTOP,CO267,Condo,Residential,1992,Y,,Gas,1534,1734,1634,1484,Actual,1584,2,3.0,500,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,267,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,367000,127
269,9,0.5,5800,NO POOL,8,Subdivision 3,TX1,1268 Main St,City8,ZIP2-68,ZIP3-18,ROOFTOP,CO268,Single Family,Residential,1993,Y,Central,Electric,1536,1736,1636,1486,Actual,1586,3,2.5,0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,268,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,368000,128
270,10,0.55,5900,POOL,9,Subdivision 4,TX2,1269 Main St,City9,ZIP2-69,ZIP3-19,ROOFTOP,CO269,Condo,Residential,1994,Y,,Electric,1538,1738,1638,1488,Actual,1588,4,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,269,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,369000,129
271,11,0.1,6000,NO POOL,0,Subdivision 0,TX0,1270 Main St,City0,ZIP2-70,ZIP3-20,ROOFTOP,CO270,Single Family,Residential,1995,N,Central,Gas,1540,1740,1640,1490,Actual,1590,2,2.5,500,Finished,Y,Wood,Frame,Asphalt,Gable,Siding,Attached,270,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,370000,100
272,12,0.15,6100,POOL,1,Subdivision 1,TX1,1271 Main St,City1,ZIP2-71,ZIP3-21,ROOFTOP,CO271,Condo,Residential,1996,Y,,Electric,1542,1742,1642,1492,Actual,1592,3,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,271,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,371000,101
273,13,0.2,6200,NO POOL,2,Subdivision 2,TX2,1272 Main St,City2,ZIP2-72,ZIP3-22,ROOFTOP,CO272,Single Family,Residential,1997,Y,Central,Electric,1544,1744,1644,1494,Actual,1594,4,2.5,0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,272,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,372000,102
274,14,0.25,6300,POOL,3,Subdivision 3,TX0,1273 Main St,City3,ZIP2-73,ZIP3-23,ROOFTOP,CO273,Condo,Residential,1998,Y,,Gas,1546,1746,1646,1496,Actual,1596,2,3.0,500,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,273,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,373000,103
275,15,0.3,6400,NO POOL,4,Subdivision 4,TX1,1274 Main St,City4,ZIP2-74,ZIP3-24,ROOFTOP,CO274,Single Family,Residential,1999,Y,Central,Electric,1548,1748,1648,1498,Actual,1598,3,2.5,500,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,274,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,374000,104
276,16,0.35,6500,POOL,5,Subdivision 0,TX2,1275 Main St,City5,ZIP2-75,ZIP3-25,ROOFTOP,CO275,Condo,Residential,2000,Y,,Electric,1550,1750,1650,1500,Actual,1600,4,3.0,500,Unfinished,Y,Gas,Frame,Asphalt,Gable,Siding,Detached,275,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,375000,105
277,17,0.4,6600,NO POOL,6,Subdivision 1,TX0,1276 Main St,City6,ZIP2-76,ZIP3-26,ROOFTOP,CO276,Single Family,Residential,2001,Y,Central,Gas,1552,1752,1652,1502,Actual,1602,2,2.5,0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,276,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,376000,106
278,18,0.45,6700,POOL,7,Subdivision 2,TX1,1277 Main St,City7,ZIP2-77,ZIP3-27,ROOFTOP,CO277,Condo,Residential,2002,Y,,Electric,1554,1754,1654,1504,Actual,1604,3,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,277,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,377000,107
279,19,0.5,6800,NO POOL,8,Subdivision 3,TX2,1278 Main St,City8,ZIP2-78,ZIP3-28,ROOFTOP,CO278,Single Family,Residential,2003,Y,Central,Electric,1556,1756,1656,1506,Actual,1606,4,2.5,500,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,278,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,378000,108
280,20,0.55,6900,POOL,9,Subdivision 4,TX0,1279 Main St,City9,ZIP2-79,ZIP3-29,ROOFTOP,CO279,Condo,Residential,2004,Y,,Gas,1558,1758,1658,1508,Actual,1608,2,3.0,500,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,279,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,379000,109
281,1,0.1,7000,NO POOL,0,Subdivision 0,TX1,1280 Main St,City0,ZIP2-80,ZIP3-30,ROOFTOP,CO280,Single Family,Residential,2005,N,Central,Electric,1560,1760,1660,1510,Actual,1610,3,2.5,0,Unfinished,Y,Wood,Frame,Asphalt,Gable,Siding,Detached,280,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,380000,110
